AAPL,META,AMZN,NFLX,GOOG
0.5739496623571536,0.12965826764092495,0.5972538096251966,0.3080025909662293,0.5932727629915352
0.25526111738645124,0.6718437209448301,0.6904242704976867,0.7549830675975668,0.40927164839719526
0.9588232890759351,0.8580264974179339,0.6972794957421584,0.9251321988550486,0.8267574282547752
0.2298121633193552,0.26825276381908664,0.13463275652504184,0.35710374943298284,0.12339658347113715
0.211412777166198,0.12840368521409246,0.08006558435237743,0.15841546081994187,0.24654219064286312
0.9924051150167493,0.9604208194089116,0.980766104195675,0.9302677797042295,0.9315665474668156
0.6513627730910937,0.9922621670442283,0.9208628419264776,0.4250990878718306,0.9219240443247261
0.47969154795521624,0.3422645811864742,0.012775022949244381,0.5132646598716729,0.32161833987127975
0.9384386682059997,0.8520555204031591,0.5863604092389646,0.9189970814211765,0.8806325955734446
0.8299443650241599,0.6865679377159107,0.8081790252982685,0.728966176914879,0.7653568514689909
0.47491994081340827,0.39197889003855046,0.2409342764275089,0.29965143504986724,0.06406161957752925
0.11325764178144947,0.11106130846563841,0.18062129951799286,0.1468633987665726,0.16142306041194543
0.49685732370376856,0.5998740104818859,0.17149321723033426,0.6556311858146104,0.36213862265839947
0.30393847213593045,0.2869582531103087,0.5234365752892592,0.38933308645519604,0.4607240418094318
0.6865679168041448,0.37849924985735756,0.9243861734801303,0.9480778303113678,0.9156906028455141
0.34949429508313934,0.3422939718722635,0.50705586694192,0.1313355612136122,0.42100872395862515
0.5658990876120343,0.4640010752099053,0.25350260227605553,0.8341603611306002,0.5035438388747981
0.3982900370743041,0.29278716594764187,0.27839591822833,0.3721483308553379,0.2712229086518612
0.5472181762562988,0.45271607786192836,0.7548568492711792,0.7464801628001462,0.5831845698842715
0.6262274231367622,0.5153455274587798,0.3950166185601566,0.3843380688966893,0.34061249577742514
0.30888081464806627,0.1878111386498552,0.4337967797955534,0.3362469300608646,0.15913589394792318
0.726723660384338,0.6921656213504036,0.6637765895764378,0.785253091697469,0.7736034163123233
0.653114817771508,0.7873248352243989,0.4986930535370768,0.5436040675433713,0.42801157968698655
0.4829546988291818,0.41233039546340394,0.5347696374093078,0.5548742484458056,0.607992016173992
0.5501552777248044,0.30755956863589473,0.5557503010038611,0.37999978526792266,0.48878996997143964
0.2190284578885876,0.30219665725797756,0.45747879230992333,0.25420654339611937,0.5605468167065917
0.719468254577052,0.588419947606926,0.8485518292927497,0.4487879073471221,0.864977388703126
0.5997086459543226,0.9247124095808154,0.7878631564524032,0.19050000915110354,0.632512685771966
0.41107733948367464,0.8749793936083793,0.4188686079884581,0.6699783381858099,0.7758789303572263
0.30381609763405565,0.6223363928558233,0.20721734062462405,0.7621629186462741,0.3566435474178737
0.1934667180967628,0.15136029586427438,0.08860597692277833,0.16859215954482956,0.19497817088689565
0.5303050907529666,0.5481426943425189,0.3984864959663672,0.32918586371711556,0.4290106758335467
0.9637375179529472,0.7533878575746976,0.9313136683162588,0.8727639555653696,0.9432676937178028
0.727608647346262,0.4612563874307743,0.5168377323421258,0.35503962595833305,0.8132893707001949
0.5828004606412255,0.6457627934186008,0.7173223153539797,0.7431996470369977,0.46470750366119706
0.7261774170406302,0.16105335760519074,0.40695355437491393,0.36345078166775496,0.2869739350441778
0.760952408956801,0.10726207520528339,0.8057787975772471,0.6411984181667646,0.4252228183537398
0.7157200577934623,0.07128816411469287,0.8289140980090591,0.6048505991078017,0.4573618497361851
0.25530093638823564,0.6141827101032664,0.7373862733404288,0.25696259588970866,0.7749078839665277
0.6894742839819881,0.881512965997793,0.8549703744903298,0.9555633002941687,0.8931545663351667
0.9704129895389995,0.5660830578704943,0.7558218103833095,0.6361595912167138,0.6384761424209838
0.09975473509394282,0.2661842381711178,0.06254879702902154,0.036305706163175244,0.099619364732417
0.18519023454589575,0.6993653714101695,0.6138770624359502,0.7530835642734716,0.22312591540262466
0.21188597168798112,0.6442113650846907,0.6132912271695503,0.1962931043492929,0.27329269999235756
0.695460969688721,0.2611438595511239,0.2591409304497509,0.17964877009953847,0.23064351530507307
0.5005317717545916,0.43669851348688254,0.5867869289815386,0.5689864541838272,0.3503566687362831
0.6293726937018866,0.6145646175902804,0.5821031281319156,0.6051649673092384,0.5762525735003262
0.6398251033899478,0.7062766302669563,0.841990037564227,0.8932340692574304,0.852903404797218
0.7855412168657527,0.9303331784857395,0.47432369496889937,0.5355503704689974,0.6047029423407543
0.6421999048722827,0.39432441003947516,0.5734643855801524,0.6054830231574373,0.5860307134067967
0.513465154102294,0.7476062425282898,0.45070290707647154,0.39387669613801174,0.6843804886977439
0.6361974457889412,0.44277873407666024,0.7112715054200162,0.36554191271072356,0.2883066070037318
0.8080811632187985,0.3793081448632264,0.6512265845118266,0.2832665522839675,0.3743585831266168
0.373960181181439,0.7651860943554849,0.310968691898137,0.6675262777127279,0.31095255764522994
0.6113775247595488,0.5051382472941041,0.6359734681013435,0.4492352874694956,0.5756755147026906
0.24681741962841752,0.44172296052418925,0.4304802473611957,0.6882308778499756,0.5195629936588188
0.45395399938558423,0.6519857578279539,0.4623362564254266,0.035771691938781075,0.7493598941963281
0.5157065047069,0.5528806985685976,0.5009328850465005,0.3661139419475125,0.5404158067398412
0.4676298794684447,0.38376532104382355,0.7076402997004835,0.902565697792951,0.6005371279109167
0.8599729383742201,0.46941327552526874,0.5003325372768564,0.25432902123601586,0.6837497729199663
0.5645469947501144,0.41746686675734823,0.43277419449454674,0.7715203721904257,0.4626312404573838
0.5554708405079586,0.7976120479436627,0.776172873272387,0.9575169208058676,0.7352613375278124
0.7835015046443142,0.7194874069589451,0.8472404662898798,0.7172384395282503,0.7783264557235418
0.4193612343937146,0.3324308272350329,0.23704267650164504,0.1592588032625463,0.2803263807251944
0.23336783813193196,0.9799061166723636,0.4849308846249591,0.21567689317203206,0.6315643720388499
0.33317954345404727,0.2876857127846652,0.8989067539540413,0.7968316873024123,0.6635038793156444
0.5052189969169889,0.7910217670811006,0.3383142559915803,0.3384742522747544,0.7722247684424441
0.11061987348700955,0.32626994292362205,0.34168211989088487,0.4236963658827832,0.006111918121227998
0.9873847958704655,0.4371330821048343,0.30665116146528953,0.8466854455452602,0.13987866655686076
0.28635787371456395,0.4227031053996541,0.3516665978934912,0.5021818666775978,0.330672491854548
0.7499544622549149,0.7675694724034633,0.940704692522913,0.7709061765767414,0.8772810710965286
0.1424283348496318,0.3060056776939956,0.3437355274035705,0.20283605515335515,0.5578388075135149
0.0643027742322907,0.13696989300810355,0.19179799356694185,0.14211736018371732,0.18989384661297734
