AAPL,META,AMZN,NFLX,GOOG
0.004036165223211707,-0.02240820217899575,0.004798041569364031,-0.009796921308282691,0.004706216260876861
-0.007957915518223224,0.0105470853530365,0.009050258811114098,0.01443006929839541,-0.0015538700385411275
0.032599685163055,0.021571808641405177,0.009406237482288304,0.03424324929558242,0.01578865575639732
-0.009297332441168482,-0.010388607382482817,-0.019756089426000933,-0.00709502363634229,-0.019352089690729546
-0.010418921324189867,-0.02249288229006119,-0.027237538763214886,-0.02034501915255671,-0.00887983284756011
0.06610082339115131,0.042299477974884425,0.04690977564140564,0.03513118854482222,0.02646131318244027
0.007175541891529136,0.10270444537607393,0.028504578463133257,-0.0034109761837228803,0.024767436925423603
0.0004806171166520379,-0.0058965014439182895,-0.055321193100995814,0.0010304147533357622,-0.005046924165370115
0.028008750080132483,0.02113759863491893,0.004344132475857521,0.03325004340988702,0.019656997822206534
0.016965015332673694,0.011221901152056901,0.015491866188781955,0.012642468490605907,0.011576450548086648
0.00034440003965086063,-0.0039221367474411295,-0.011245686147586476,-0.010226064020036674,-0.027208198529455885
-0.019120933649411143,-0.02440231799390613,-0.015910006048540204,-0.021467350585281153,-0.014923900852489957
0.0011740143511906886,0.005693563246164324,-0.0163308342904136,0.008262645593068996,-0.0033276581575112374
-0.005767576677933484,-0.009246034694098348,0.0017488562477838698,-0.005307949255294098,-4.563555965386712e-05
0.008580396981139327,-0.004534058672406971,0.02911927140004522,0.040362542650495215,0.02378767069827692
-0.004163088303105855,-0.005894617415146186,0.0012141827176499476,-0.023043176324666348,-0.001079639434538926
0.0036365243053304575,-0.0007317259909038754,-0.01063563035172077,0.02053985424026905,0.0013471226658809954
-0.0022276428408232185,-0.008883482906910878,-0.009100547125930447,-0.006145819829217025,-0.007175754726818084
0.0029883521112488154,-0.0012931848115700362,0.01213415767958459,0.014051673907225393,0.004399279048706184
0.00641456769972093,0.00166233241340219,-0.0033725745741390867,-0.005569219659126823,-0.0042646013679510375
-0.005654344128504629,-0.015623407333772654,-0.001641235485155157,-0.008202262315220032,-0.015225746702714815
